province,district,facility_label,name,HMIS_Code,location,ownership,facility_type,operational_stutus,catchment_population,longitude,latitude
Central,Mkushi,Tusekelemo Medical Center, Tusekelemo Rural Health Centre,104057,Urban,Private,Level 1 Hospital District,Yes,,29.39348275,-13.62781184
Central,Mkushi,Twatasha UHC, Twatasha Health Post,104033,Rural,GRZ,Urban Health Centre,Yes,3533,29.46397429,-13.8056451
Central,Mkushi,Upper Lusenfwa HP, Upper Lusemfwa Health Post,104048,Rural,GRZ,Health Post,Yes,,29.44901426,-13.47523911
Central,Mumbwa,Bulungu UHC, Bulungu Urban Health Centre,105060,Urban,GRZ,Urban Health Centre,Yes,,27.06509336,-14.98279135
Central,Mumbwa,Chiwena RHC, Chiwena Rural Health Centre,105029,Rural,GRZ,Rural Health Centre,Yes,11026,27.26722445,-14.99747534
Central,Mumbwa,Chunga RHC, Chunga Rural Health Centre,105010,Rural,GRZ,Health Post,Yes,802,26.00288031,-15.04770761
Central,Mumbwa,Kabwanga RHC, Kabwanga Rural Health Centre,105032,Rural,GRZ,Rural Health Centre,Yes,4008,27.0284433,-14.9209166
Central,Mumbwa,Kafwikamo HP, Kafwikamo Health Post,105070,Rural,GRZ,Health Post,Yes,,26.91886626,-14.63218716
Central,Mumbwa,Kaindu RHC, Kaindu Rural Health Centre,105003,Rural,GRZ,Rural Health Centre,Yes,8156,26.91996077,-14.53298431
Central,Mumbwa,Kalenda Zambia National Service RHC, Kalenda Zambia National Service Rural Health Centre,105028,Rural,GRZ,Rural Health Centre,Yes,7014,26.88397174,-14.71201746
Central,Mumbwa,Kamilambo RHC, Kamilambo Rural Health Centre,105035,Rural,GRZ,Rural Health Centre,Yes,9902,27.13238167,-14.73808391
Central,Mumbwa,Kapepe HP, Kapepe Health Post,105037,Rural,GRZ,Health Post,Yes,3512,26.66922407,-15.09556299
Central,Mumbwa,Kashinka HP, Kashinka Health Post,105004,Rural,GRZ,Health Post,Yes,3500,26.9861484,-14.97457298
Central,Mumbwa,Keezwa RHC, Keezwa Rural Health Centre,105013,Rural,GRZ,Rural Health Centre,Yes,10300,27.45338939,-15.38987122
Central,Mumbwa,Luili RHC, Luili Rural Health Centre,105026,Rural,GRZ,Rural Health Centre,Yes,8358,27.18985292,-15.16074663
Central,Mumbwa,Lungobe RHC, Lungobe Rural Health Centre,105014,Rural,GRZ,Rural Health Centre,Yes,17000,26.82159081,-15.01573219
Central,Mumbwa,Lutale RHC, Lutale Rural Health Centre,105015,Rural,GRZ,Rural Health Centre,Yes,9975,26.88775155,-15.12602969
Central,Mumbwa,Maimwene HP, Maimwene Health Post,105030,Rural,GRZ,Rural Health Centre,Yes,7083,27.2025591,-14.94187719
Central,Mumbwa,Mpusu HP, Mpusu Health Post,105034,Rural,GRZ,Rural Health Centre,Yes,5010,27.06094782,-14.46084773
Central,Mumbwa,Muchabi RHC, Muchabi Rural Health Centre,105016,Rural,GRZ,Rural Health Centre,Yes,6613,27.27910374,-15.44558146
Central,Mumbwa,Mulungushi RHC,Mulungushi RHC,105005,Rural,GRZ,Rural Health Centre,No,,27.19572407,-15.00750816
Central,Mumbwa,Mumbwa District Hospital, Mumbwa District Hospital,105001,Rural,GRZ,Level 1 Hospital District,Yes,133081,27.05325594,-14.97612812
Central,Mumbwa,Myooye RHC, Myooye Rural Health Centre,105019,Rural,GRZ,Rural Health Centre,Yes,18500,27.3427929,-15.2184936
Central,Mumbwa,Nakanjoli RHC, Nakanjoli Rural Health Centre,105033,Rural,GRZ,Rural Health Centre,Yes,9500,26.75243263,-15.15774368
Central,Mumbwa,Nakatambo RHC, Nalubanda Rural Health Centre,105020,Rural,GRZ,Rural Health Centre,Yes,15801,27.07620789,-15.41208003
Central,Mumbwa,Nalusanga HP, Naluvwi Health Post,105031,Rural,GRZ,Health Post,Yes,13000,26.94622519,-15.31173023
Central,Mumbwa,Nalusanga HP, Nalusanga Health Post,105006,Rural,GRZ,Health Post,Yes,,26.71266903,-14.9757495
Central,Mumbwa,Namabanga  HP,Namabanga  Health Post,105007,Rural,GRZ,Health Post,Yes,21350,27.18192632,-15.28078821
Central,Mumbwa,Nambala RHC, Nambala Rural Health Centre,105021,Rural,GRZ,Rural Health Centre,Yes,8817,27.02992782,-15.10670788
Central,Mumbwa,Nangoma HAHC, Nangoma Hospital Affiliated Health Centre,105098,Rural,Faith Based,Rural Health Centre,Yes,22656,27.36265585,-15.12753584
Central,Mumbwa,Nangoma Mission Hospital, Nangoma Mission Hospital,105008,Rural,Faith Based,Level 1 Hospital District,Yes,77000,27.36267126,-15.12743179
Central,Mumbwa,Shimbizhi HP, Shimbizhi Health Post,105009,Rural,GRZ,Health Post,Yes,3817,27.10095209,-15.0258065
Central,Mumbwa,Yoramu Mwanje HP, Zambia Air Force Mumbwa Rural Health Centre,105027,Rural,Military,Rural Health Centre,Yes,6785,27.18580227,-15.08583538
Central,Ngabwe,Chilwa RHC, Chilwa Rural Health Centre,1055010,Rural,GRZ,Rural Health Centre,Yes,,27.65111125,-14.21084355
Central,Ngabwe,Mukubwe RHC, Mukubwe Rural Health Centre,1055112,Rural,GRZ,Rural Health Centre,Yes,,27.74665355,-13.8983895
Central,Ngabwe,Mumbachala Health Centre, Mumbachala Health Centre,1055116,Rural,GRZ,Health Post,Yes,,27.41752169,-14.09891128
Central,Ngabwe,Ngabwe RHC, Ngabwe Rural Health Centre,1055115,Rural,GRZ,Rural Health Centre,Yes,,27.254302,-14.0857422
Central,Ngabwe,Nsengwe HP,Nsengwe Health Post,1055113,Rural,GRZ,Health Post,Yes,,27.58422869,-14.02190477
Central,Serenje,Chibale RHC, Chibale Rural Health Centre,1060110,Rural,GRZ,Rural Health Centre,Yes,14058,30.14766044,-13.59222926
Central,Serenje,Chibobo HP, Chibobo Health Post,1060134,Rural,GRZ,Health Post,Yes,7785,30.02086488,-13.01810212
Central,Serenje,Chisomo RHC, Chisomo Rural Health Centre,1060112,Rural,GRZ,Rural Health Centre,Yes,7196,30.66944833,-13.59165476
Central,Serenje,Kabamba RHC, Kabamba Rural Health Centre,1060114,Rural,GRZ,Rural Health Centre,Yes,23011,30.3574122,-13.18024384
Central,Serenje,Kabundi RHC, Kabundi Rural Health Centre,1060115,Rural,GRZ,Rural Health Centre,Yes,20944,30.02082674,-13.01793633
Central,Serenje,Kalela HP, Kalela Health Post,1060202,Rural,GRZ,Health Post,Yes,1459,30.76833861,-13.05493892
Central,Serenje,KaNona HP, KaNona Health Post,1060129,Rural,GRZ,Rural Health Centre,Yes,7287,30.62806796,-13.07183897
Central,Serenje,Kaseba HP, Kaseba Health Post,1060113,Rural,GRZ,Health Post,Yes,9946,30.39910211,-13.51008145
Central,Serenje,Kashishi  HP, Kashishi Health Post,1060207,Rural,GRZ,Health Post,Yes,2836,30.23739274,-12.98577379
Central,Serenje,Kunda Lumwanshya HP, Kunda Lumwanshya Health Post,1060131,Rural,GRZ,Health Post,Yes,4727,30.27390179,-13.55080023
Central,Serenje,Lumpampa  HP, Lumpampa Health Post,1060204,Rural,GRZ,Health Post,Yes,1784,30.13080142,-13.21157451
Central,Serenje,Lusiwasi HP, Lusiwasi Health Post,1060116,Rural,Private,Rural Health Centre,Yes,4208,31.03056746,-13.32359328
Central,Serenje,Mailo RHC, Mailo Rural Health Centre,1060117,Rural,GRZ,Rural Health Centre,Yes,6393,30.90240874,-13.05464513
Central,Serenje,Malcom Moffat RHC, Malcom Moffat Rural Health Centre,1060118,Urban,GRZ,Rural Health Centre,Yes,14422,30.24029145,-13.22078149
Central,Serenje,Masase HP, Masase Health Post,1060133,Rural,GRZ,Health Post,Yes,4208,31.07682944,-13.19359872
Central,Serenje,Miswema HP, Miswema Health Post,1060132,Rural,GRZ,Health Post,Yes,4208,30.65368935,-13.17409098
Central,Serenje,Mukopa  HP,Mukopa  Health Post,1060206,Rural,GRZ,Health Post,Yes,2186,30.16319554,-13.74270076
Central,Serenje,Mulilima RHC, Mulilima Rural Health Centre,1060123,Rural,GRZ,Rural Health Centre,Yes,20351,29.91655468,-13.36581432
Central,Serenje,Mupepetwe RHC,Mupepetwe RHC,1060120,Rural,Military,Rural Health Centre,Yes,7268,30.65840542,-13.16802508
Central,Serenje,Muunga RHC, Muzumani Health Post,1060200,Rural,GRZ,Health Post,Yes,6011,30.81228895,-13.13638486
Central,Serenje,Nanzhila RHC, Nchimishi Rural Health Centre,1060125,Rural,GRZ,Rural Health Centre,Yes,11151,29.99581212,-13.47819145
Central,Serenje,Nchimishi RHC,Nchimishi RHC,1060205,Rural,GRZ,Health Post,Yes,3883,29.81631802,-13.47170868
Central,Serenje,Prisons HP, Serenje District Hospital,1060198,Urban,GRZ,Level 1 Hospital District,Yes,215926,30.24170933,-13.25322645
Central,Serenje,Serenje District Hospital, Serenje Hospital Affiliated Health Centre,10602010,Urban,GRZ,Urban Health Centre,Yes,21766,30.23465856,-13.23521982
Central,Serenje,Sote HP, Sote Health Post,1060203,Rural,GRZ,Health Post,Yes,3025,30.7261405,-12.93539734
Central,Serenje,Tazara HP,Tazara Health Post,1060201,Urban,GRZ,Health Post,Yes,4994,30.21699496,-13.22860817
Central,Mkushi,Luanshimba ZNS,Luanshimba ZNS,104015,Rural,Military,Rural  Health Centre,,4468,28.26013409,-12.5671876
Central,Mkushi,Munsakamba ZNS,Munsakamba ZNS,104035,Peri-Urban,Military,Health Post,,7067,29.58662161,-13.7058017
Central,Serenje,Kanona,Kanona,106029,Rural,Military,Rural Health Centre,,6154,29.34953093,-13.56229413
Central,Kabwe,Chindwin Camp UHC,Chindwin Camp UHC,102030,Urban,Military,Urban Health Centre,,5330,28.22219827,-12.81009985
Central,Kabwe,ZAFKabwe UHC,ZAFKabwe UHC,102036,Urban,Military,Urban Health Centre,,4017,28.33617167,-15.436095
Copperbelt,Chililabombwe,Azatisa Clinic, Azatisa Clinic,201024,Urban,Private,Urban Health Centre,Yes,,27.8451522,-12.38023705
Copperbelt,Chililabombwe,Chililabobwe District Hospital,Chililabobwe District Hospital,201002,Urban,GRZ,Level 1 Hospital District,Yes,,27.86196545,-12.37111748
Copperbelt,Chililabombwe,Chimfunshi RHC, Chimfunshi Rural Health Centre,201020,Rural,GRZ,Rural Health Centre,Yes,7005,27.73163888,-12.33005806
Copperbelt,Chililabombwe,Clinic 1 UHC,Clinic 1 UHC,201003,Urban,Private,Urban Health Centre,Yes,13102,27.82793349,-12.36074109
Copperbelt,Chililabombwe,Clinic 4 UHC,Clinic 4 UHC,201004,Urban,Private,Urban Health Centre,Yes,11882,27.82155408,-12.36671364
Copperbelt,Chililabombwe,Esthada UHC,Esthada UHC,201016,Peri-Urban,Private,Urban Health Centre,Yes,2067,27.75974556,-12.29610268
Copperbelt,Chililabombwe,Fikolongo HP,Fikolongo Health Post,201006,Rural,GRZ,Health Post,Yes,,27.90979557,-12.45707184
Copperbelt,Chililabombwe,Fitobaula HP, Fitobaula Health Post,201009,Rural,GRZ,Health Post,Yes,,27.86794386,-12.45587102
Copperbelt,Chililabombwe,Health Center 5 UHC,Health Center 5 UHC,201030,Urban,Private,Urban Health Centre,Yes,6096,27.84818502,-12.3730812
Copperbelt,Chililabombwe,Kakoso UHC, Kakoso Urban Health Centre,201010,Urban,GRZ,Urban Health Centre,Yes,18080,27.85547211,-12.37306069
Copperbelt,Chililabombwe,Kasumbalesa HP,Kasumbalesa Health Post,201013,Urban,GRZ,Health Post,Yes,,27.79649669,-12.27139578
Copperbelt,Chililabombwe,Kasumbalesa UHC, Kasumbalesa Urban Health Centre,201011,Urban,GRZ,Urban Health Centre,Yes,10187,27.79684325,-12.26756717
Copperbelt,Chililabombwe,Konkola HP, Konkola Health Post,201001,Rural,GRZ,Health Post,Yes,3471,27.75720412,-12.29901243
Copperbelt,Chililabombwe,Konkola Mine Private Hospital, Konkola Mine Private Hospital,201033,Urban,Private,Level 2 Hospital Provincial,Yes,,27.82800589,-12.36861836
Copperbelt,Chililabombwe,Lubansa HP,Lubansa Health Post,201029,Rural,GRZ,Health Post,Yes,,27.9153159,-12.34064377
Copperbelt,Chililabombwe,Lubengele UHC, Lubengele Urban Health Centre,201015,Urban,GRZ,Urban Health Centre,Yes,50028,27.8323861,-12.3618881
Copperbelt,Chililabombwe,Malubeni HP,Malubeni Health Post,201019,Rural,GRZ,Health Post,Yes,,27.66048262,-12.33683686
Copperbelt,Chililabombwe,Miliyashi HP,Miliyashi Health Post,201021,Rural,GRZ,Health Post,Yes,,27.9651517,-12.41933861
Copperbelt,Chililabombwe,Miteta HP,Miteta Health Post,201022,Rural,GRZ,Health Post,Yes,,27.76390553,-12.38984911
Copperbelt,Chililabombwe,Ppz HP,PPZ Health Post,201025,Urban,GRZ,Health Post,Yes,,27.83211698,-12.34879623
Copperbelt,Chililabombwe,Sadc HP,SADC Health Post,201026,Urban,GRZ,Health Post,Yes,,27.79363935,-12.26564719
Copperbelt,Chililabombwe,Shaft 1 UHC, Shaft 1 Urban Health Centre,201017,Urban,Private,Urban Health Centre,Yes,,27.82944642,-12.3766275
Copperbelt,Chililabombwe,Shaft 3 UHC, Shaft 3 Urban Health Centre,201018,Urban,Private,Urban Health Centre,Yes,,27.81919724,-12.35954606
Copperbelt,Chingola,Chawama UHC, Chawama Urban Health Centre,202010,Urban,GRZ,Urban Health Centre,Yes,40969,27.84036779,-12.55787711
Copperbelt,Chingola,Chimfunshi HP,Chimfunshi Health Post,202037,Rural,GRZ,Health Post,Yes,,27.48016333,-12.36728
Copperbelt,Chingola,Chingola Municipal Council UHC, Chingola Municipal Council Urban Health Centre,202011,Urban,GRZ,Urban Health Centre,Yes,10925,27.86586002,-12.54462292
Copperbelt,Chingola,Chiwempala UHC, Chiwempala Urban Health Centre,202012,Urban,GRZ,Urban Health Centre,Yes,35506,27.84371403,-12.54878134
Copperbelt,Chingola,Eye And Dental Clinic,Eye And Dental Clinic,202038,Urban,GRZ,Urban Health Centre,Yes,,27.86518417,-12.54000713
Copperbelt,Chingola,Guy Scott Mini Hospital., Guy Scott Mini Hospital.,202020,Urban,GRZ,Urban Health Centre,Yes,,27.90726684,-12.53706653
Copperbelt,Chingola,Ipafu RHC, Ipafu Rural Health Centre,202023,Rural,GRZ,Rural Health Centre,Yes,10925,27.69108167,-12.525095
Copperbelt,Chingola,Kabundi East UHC, Kabundi East Urban Health Centre,202013,Urban,GRZ,Urban Health Centre,Yes,49163,27.89128411,-12.52789409
Copperbelt,Chingola,Kalilo RHC, Kalilo Rural Health Centre,202014,Rural,GRZ,Rural Health Centre,Yes,8194,27.76716007,-12.49161665
Copperbelt,Chingola,Kasompe UHC, Kasompe Urban Health Centre,202015,Peri-Urban,GRZ,Urban Health Centre,Yes,24581,27.89390797,-12.59181349
Copperbelt,Chingola,Katuba HP,Katuba Health Post,202031,Rural,GRZ,Health Post,Yes,,27.940221,-12.71209944
Copperbelt,Chingola,Kawama HP,Kawama Health Post,202036,Rural,GRZ,Health Post,Yes,,27.68359167,-12.551175
Copperbelt,Chingola,Lulamba UHC, Lulamba Urban Health Centre,202016,Urban,Private,Urban Health Centre,Yes,13656,27.84790912,-12.57511952
Copperbelt,Chingola,Lushishi HP,Lushishi Health Post,202034,Rural,GRZ,Health Post,Yes,,27.81907579,-12.66383452
Copperbelt,Chingola,Muchinshi RHC, Muchinshi Rural Health Centre,202017,Rural,GRZ,Rural Health Centre,Yes,13656,27.52479833,-12.49011
Copperbelt,Chingola,Musenga HP, Musenga Health Post,202032,Peri-Urban,GRZ,Health Post,Yes,,27.96131669,-12.59651023
Copperbelt,Chingola,Mutenda RHC, Mutenda Rural Health Centre,202018,Rural,GRZ,Rural Health Centre,Yes,10925,27.36086167,-12.39198
Copperbelt,Chingola,Nchanga I UHC, Nchanga I Urban Health Centre,202019,Urban,GRZ,Urban Health Centre,Yes,19119,27.8676145,-12.52087803
Copperbelt,Chingola,Nchanga Iii UHC, Nchanga III Urban Health Centre,202021,Urban,Private,Urban Health Centre,Yes,27313,27.88034221,-12.52198593
Copperbelt,Chingola,Nchanga North Referral Hospital, Nchanga North Referral Hospital,202040,Urban,GRZ,Level 2 Hospital Provincial,Yes,,27.85957175,-12.5257377
Copperbelt,Chingola,Nchanga South Referral Hospital, Nchanga South Referral Hospital,202050,Urban,Private,Level 2 Hospital Provincial,Yes,,27.86570224,-12.53219427
Copperbelt,Chingola,Nchanga UHC, Nchanga Urban Health Centre,202022,Urban,Private,Urban Health Centre,Yes,8194,27.86082513,-12.53975557
Copperbelt,Chingola,Shimulala HP,Shimulala Health Post,202035,Rural,GRZ,Rural Health Centre,Yes,,27.815402,-12.47773357
Copperbelt,Kalulushi,Chambishi Government UHC, Chambishi Government Urban Health Centre,203010,Peri-Urban,GRZ,Urban Health Centre,Yes,,28.06259945,-12.63999712
Copperbelt,Kalulushi,Chambishi Mine UHC, Chambishi Mine Urban Health Centre,203011,Peri-Urban,Private,Urban Health Centre,Yes,,28.06267623,-12.63762872
Copperbelt,Kalulushi,Chati RHC, Chati Rural Health Centre,203021,Rural,GRZ,Health Post,Yes,,27.80458667,-12.80380167
Copperbelt,Kalulushi,Chembe HP, Chembe Health Post,203024,Rural,GRZ,Health Post,Yes,,27.98731333,-12.83937333
Copperbelt,Kalulushi,Chembe HP,Chembe Health Post,203029,Rural,GRZ,Health Post,Yes,,27.996865,-12.79151167
Copperbelt,Kalulushi,Chibote HP, Chibote Health Post,203023,Peri-Urban,GRZ,Health Post,Yes,,28.14030757,-12.8676759
Copperbelt,Kalulushi,Chibuluma UHC, Chibuluma Urban Health Centre,203012,Urban,GRZ,Rural Health Centre,Yes,,28.13713367,-12.85161893
Copperbelt,Kalulushi,Chisangwa HP,Chisangwa Health Post,203035,Rural,GRZ,Health Post,Yes,,27.73723167,-12.74659
Copperbelt,Kalulushi,Chiwembashi HP,Chiwembashi Health Post,203033,Rural,GRZ,Health Post,Yes,,27.89154833,-12.757855
Copperbelt,Kalulushi,DeNovan HP , DeNovan Health Post ,203031,Rural,GRZ,Health Post,Yes,,28.05297719,-12.73928716
Copperbelt,Kalulushi,Fitanda HP,Fitanda Health Post,203032,Peri-Urban,GRZ,Health Post,Yes,,27.99785577,-12.64697438
Copperbelt,Kalulushi,Ichimpe RHC, Ichimpe Rural Health Centre,203013,Rural,GRZ,Rural Health Centre,Yes,,28.12537792,-12.74098908
Copperbelt,Kalulushi,Kalengwa South HP, Kalengwa South Health Post,203027,Peri-Urban,GRZ,Health Post,Yes,,28.07873302,-12.85341434
Copperbelt,Kalulushi,Kalulushi General Hospital, Kalulushi General Hospital,203001,Urban,GRZ,Level 2 Hospital Provincial,Yes,,28.10039318,-12.83294427
Copperbelt,Kalulushi,Kalulushi Government UHC, Kalulushi Government Urban Health Centre,203036,Urban,GRZ,Rural Health Centre,Yes,,28.09905123,-12.84858431
Copperbelt,Kalulushi,Kalulushi Main UHC, Kalulushi Main Urban Health Centre,203037,Urban,GRZ,Urban Health Centre,Yes,,28.10074653,-12.83996401
Copperbelt,Kalulushi,Kalulushi Township UHC, Kalulushi Township Urban Health Centre,203014,Urban,GRZ,Urban Health Centre,Yes,,28.09806054,-12.8462157
Copperbelt,Kalulushi,Kameme HP,Kameme Health Post,203034,Rural,GRZ,Health Post,Yes,,28.05824,-12.79832833
Copperbelt,Kalulushi,Kite RHC, Kite Rural Health Centre,203022,Rural,GRZ,Health Post,Yes,,27.87527,-12.84990833
Copperbelt,Kalulushi,Lukoshi RHC, Lukoshi Rural Health Centre,203017,Rural,GRZ,Urban Health Centre,Yes,,28.14382171,-12.61752966
Copperbelt,Kalulushi,Mindolo Training Farms UHC, Mindolo Training Farms Urban Health Centre,203018,Peri-Urban,GRZ,Health Post,Yes,,28.12688036,-12.89726979
Copperbelt,Kalulushi,Misenga HP, Misenga Health Post,203026,Peri-Urban,GRZ,Health Post,Yes,,27.98809198,-12.71512323
Copperbelt,Kalulushi,Musakashi HP , Musakashi Health Post ,203030,Peri-Urban,GRZ,Health Post,Yes,,27.99994908,-12.61631678
Copperbelt,Kalulushi,Sitwe HP, Sitwe Health Post,203028,Peri-Urban,GRZ,Health Post,Yes,,28.05834091,-12.62736352
Copperbelt,Kalulushi,Twaiteka Zambia Compound HP, Twaiteka Zambia Compound Health Post,203025,Peri-Urban,GRZ,Health Post,Yes,,28.07577873,-12.63097127
Copperbelt,Kitwe,Beatrice Memorial Medical Centre, Beatrice Memorial Medical Centre,204044,Urban,Private,Urban Health Centre,Yes,,28.14503296,-12.83147216
Copperbelt,Kitwe,Buchi Main UHC, Buchi Main Urban Health Centre,204010,Urban,GRZ,Urban Health Centre,Yes,20472,28.20890594,-12.79492858
Copperbelt,Kitwe,Buchi Small Chest UHC, Buchi Small Chest Urban Health Centre,204011,Urban,GRZ,Urban Health Centre,Yes,,28.2067278,-12.78792479
Copperbelt,Kitwe,Bulangililo UHC, Bulangililo Urban Health Centre,204012,Urban,GRZ,Urban Health Centre,Yes,29912,28.22905762,-12.77099657
Copperbelt,Kitwe,Carewell Medical Centre, Carewell Medical Centre,204038,Urban,Faith Based,Urban Health Centre,Yes,,28.21167153,-12.82513076
Copperbelt,Kitwe,Cbu UHC, CBU Urban Health Centre,204013,Urban,GRZ,Level 2 Hospital Provincial,Yes,,28.23959982,-12.80507068
Copperbelt,Kitwe,Chamboli Grz  UHC,Chamboli Grz  UHC,204005,Urban,GRZ,Urban Health Centre,Yes,21471,28.22745779,-12.85728404
Copperbelt,Kitwe,Chamboli J UHC, Chamboli J (Mopani) Urban Health Centre,204014,Urban,Private,Urban Health Centre,Yes,,28.22497054,-12.85900912
Copperbelt,Kitwe,Chavuma UHC, Chavuma Urban Health Centre,204015,Peri-Urban,GRZ,Rural Health Centre,Yes,,28.3219652,-12.88445019
Copperbelt,Kitwe,Chilobwe RHC, Chilobwe Rural Health Centre,204046,Rural,GRZ,Rural Health Centre,Yes,10717,28.17772158,-12.9540389
Copperbelt,Kitwe,Chiminwa HP, Chiminwa Health Post,204064,Rural,GRZ,Health Post,Yes,4400,28.35249667,-12.95324167
Copperbelt,Kitwe,Chimwemwe UHC, Chimwemwe Urban Health Centre,204016,Urban,GRZ,Urban Health Centre,Yes,55317,28.20167978,-12.77128266
Copperbelt,Kitwe,City Square (Council) Clinic, City Square (Council) Clinic,204017,Urban,GRZ,Urban Health Centre,Yes,,28.21237409,-12.82095773
Copperbelt,Kitwe,Community Development College HP, Community Development College Health Post,204055,Urban,GRZ,Urban Health Centre,Yes,5901,28.26243889,-12.88032333
Copperbelt,Kitwe,Company UHC, Company Urban Health Centre,204018,Urban,Private,Urban Health Centre,Yes,,28.21254,-12.81780167
Copperbelt,Kitwe,Cosetco HP, Cosetco Health Post,204019,Peri-Urban,GRZ,Urban Health Centre,Yes,5461,28.15356438,-12.72256215
Copperbelt,Kitwe,East Garnetone UHC, East Garnetone Urban Health Centre,204065,Peri-Urban,GRZ,Health Post,Yes,4920,28.19400274,-12.73620318
Copperbelt,Kitwe,Garnatone UHC, Garnatone Urban Health Centre,204020,Urban,GRZ,Urban Health Centre,Yes,15376,28.17758561,-12.73903975
Copperbelt,Kitwe,Hillview Medical Centre, Hillview Medical Centre,204056,Urban,Private,Level 1 Hospital District,Yes,,28.22081954,-12.80249091
Copperbelt,Kitwe,Ipusukilo UHC, Ipusukilo Urban Health Centre,204021,Urban,GRZ,Urban Health Centre,Yes,35605,28.2465566,-12.77897646
Copperbelt,Kitwe,Itimpi UHC, Itimpi Urban Health Centre,204022,Peri-Urban,GRZ,Urban Health Centre,Yes,10501,28.17217287,-12.74232925
